sector,indicator,country,year,variable,value,unit,label
Electricity,Electricity activity (per capita),AR,2015,historic,3067.374439285743,kWh / cap,
Electricity,Electricity activity (per capita),AR,2016,historic,3032.8349934702355,kWh / cap,
Electricity,Electricity activity (per capita),AR,2017,historic,2936.541158573362,kWh / cap,
Electricity,Electricity activity (per capita),AU,1990,historic,7618.204712959102,kWh / cap,
Electricity,Electricity activity (per capita),AU,1991,historic,7663.013606186195,kWh / cap,
Electricity,Electricity activity (per capita),AU,1992,historic,7640.089545138991,kWh / cap,
Electricity,Electricity activity (per capita),AU,1993,historic,7775.485770915014,kWh / cap,
Electricity,Electricity activity (per capita),AU,1994,historic,7898.598811171423,kWh / cap,
Electricity,Electricity activity (per capita),AU,1995,historic,8051.70422797128,kWh / cap,
Electricity,Electricity activity (per capita),AU,1996,historic,8189.277671674362,kWh / cap,
Electricity,Electricity activity (per capita),AU,1997,historic,8368.670207460467,kWh / cap,
Electricity,Electricity activity (per capita),AU,1998,historic,8779.272913071976,kWh / cap,
Electricity,Electricity activity (per capita),AU,1999,historic,8968.77803956167,kWh / cap,
Electricity,Electricity activity (per capita),AU,2000,historic,9096.314016568842,kWh / cap,
Electricity,Electricity activity (per capita),AU,2001,historic,9398.073069443442,kWh / cap,
Electricity,Electricity activity (per capita),AU,2002,historic,9850.63475936336,kWh / cap,
Electricity,Electricity activity (per capita),AU,2003,historic,9424.108010500931,kWh / cap,
Electricity,Electricity activity (per capita),AU,2004,historic,9522.9618993776,kWh / cap,
Electricity,Electricity activity (per capita),AU,2005,historic,9377.870252258092,kWh / cap,
Electricity,Electricity activity (per capita),AU,2006,historic,9384.4317702998,kWh / cap,
Electricity,Electricity activity (per capita),AU,2007,historic,9636.460846121103,kWh / cap,
Electricity,Electricity activity (per capita),AU,2008,historic,9486.186241115694,kWh / cap,
Electricity,Electricity activity (per capita),AU,2009,historic,9493.451543574092,kWh / cap,
Electricity,Electricity activity (per capita),AU,2010,historic,9478.94167186986,kWh / cap,
Electricity,Electricity activity (per capita),AU,2011,historic,9416.80098425766,kWh / cap,
Electricity,Electricity activity (per capita),AU,2012,historic,9165.297615939404,kWh / cap,
Electricity,Electricity activity (per capita),AU,2013,historic,9023.47344838487,kWh / cap,
Electricity,Electricity activity (per capita),AU,2014,historic,8808.10287185889,kWh / cap,
Electricity,Electricity activity (per capita),AU,2015,historic,8829.711995845653,kWh / cap,
Electricity,Electricity activity (per capita),AU,2016,historic,8723.921711637186,kWh / cap,
Electricity,Electricity activity (per capita),AU,2017,historic,8569.481651536611,kWh / cap,
Electricity,Electricity activity (per capita),BR,1990,historic,1414.8486573340767,kWh / cap,
Electricity,Electricity activity (per capita),BR,1991,historic,1434.883969562911,kWh / cap,
Electricity,Electricity activity (per capita),BR,1992,historic,1443.0124119518705,kWh / cap,
Electricity,Electricity activity (per capita),BR,1993,historic,1486.9581828208136,kWh / cap,
Electricity,Electricity activity (per capita),BR,1994,historic,1518.1549061737126,kWh / cap,
Electricity,Electricity activity (per capita),BR,1995,historic,1583.2085215015827,kWh / cap,
Electricity,Electricity activity (per capita),BR,1996,historic,1632.081761744129,kWh / cap,
Electricity,Electricity activity (per capita),BR,1997,historic,1707.681355027217,kWh / cap,
Electricity,Electricity activity (per capita),BR,1998,historic,1751.6383784810525,kWh / cap,
Electricity,Electricity activity (per capita),BR,1999,historic,1771.9148548466965,kWh / cap,
Electricity,Electricity activity (per capita),BR,2000,historic,1837.4153285587759,kWh / cap,
Electricity,Electricity activity (per capita),BR,2001,historic,1685.0092496980774,kWh / cap,
Electricity,Electricity activity (per capita),BR,2002,historic,1741.8682178521806,kWh / cap,
Electricity,Electricity activity (per capita),BR,2003,historic,1816.1835399724398,kWh / cap,
Electricity,Electricity activity (per capita),BR,2004,historic,1884.4360704881906,kWh / cap,
Electricity,Electricity activity (per capita),BR,2005,historic,1943.0706445799035,kWh / cap,
Electricity,Electricity activity (per capita),BR,2006,historic,1994.9342860511904,kWh / cap,
Electricity,Electricity activity (per capita),BR,2007,historic,2076.793982960425,kWh / cap,
Electricity,Electricity activity (per capita),BR,2008,historic,2134.312645830455,kWh / cap,
Electricity,Electricity activity (per capita),BR,2009,historic,2100.5637483553014,kWh / cap,
Electricity,Electricity activity (per capita),BR,2010,historic,2237.237431106934,kWh / cap,
Electricity,Electricity activity (per capita),BR,2011,historic,2316.761030691939,kWh / cap,
Electricity,Electricity activity (per capita),BR,2012,historic,2373.1263977841363,kWh / cap,
Electricity,Electricity activity (per capita),BR,2013,historic,2423.2937546004223,kWh / cap,
Electricity,Electricity activity (per capita),BR,2014,historic,2469.75209901806,kWh / cap,
Electricity,Electricity activity (per capita),BR,2015,historic,2404.471885798573,kWh / cap,
Electricity,Electricity activity (per capita),BR,2016,historic,2382.1515681570745,kWh / cap,
Electricity,Electricity activity (per capita),BR,2017,historic,2398.590916551634,kWh / cap,
Electricity,Electricity activity (per capita),CA,1990,historic,15178.66119629202,kWh / cap,
Electricity,Electricity activity (per capita),CA,1991,historic,15131.32148700501,kWh / cap,
Electricity,Electricity activity (per capita),CA,1992,historic,14983.132507752423,kWh / cap,
Electricity,Electricity activity (per capita),CA,1993,historic,15123.335752770068,kWh / cap,
Electricity,Electricity activity (per capita),CA,1994,historic,15156.091664196765,kWh / cap,
Electricity,Electricity activity (per capita),CA,1995,historic,15315.438624788409,kWh / cap,
Electricity,Electricity activity (per capita),CA,1996,historic,15380.294812748682,kWh / cap,
Electricity,Electricity activity (per capita),CA,1997,historic,15428.262605194164,kWh / cap,
Electricity,Electricity activity (per capita),CA,1998,historic,15188.072122801115,kWh / cap,
Electricity,Electricity activity (per capita),CA,1999,historic,15374.888849984898,kWh / cap,
Electricity,Electricity activity (per capita),CA,2000,historic,15741.442102382469,kWh / cap,
Electricity,Electricity activity (per capita),CA,2001,historic,15560.360883861902,kWh / cap,
Electricity,Electricity activity (per capita),CA,2002,historic,15694.660411325676,kWh / cap,
Electricity,Electricity activity (per capita),CA,2003,historic,15906.275930473686,kWh / cap,
Electricity,Electricity activity (per capita),CA,2004,historic,15927.899469359181,kWh / cap,
Electricity,Electricity activity (per capita),CA,2005,historic,15966.689662134508,kWh / cap,
Electricity,Electricity activity (per capita),CA,2006,historic,15625.104438834487,kWh / cap,
Electricity,Electricity activity (per capita),CA,2007,historic,15577.043480943703,kWh / cap,
Electricity,Electricity activity (per capita),CA,2008,historic,15369.153627500547,kWh / cap,
Electricity,Electricity activity (per capita),CA,2009,historic,15308.919761466908,kWh / cap,
Electricity,Electricity activity (per capita),CA,2010,historic,15140.17280998434,kWh / cap,
Electricity,Electricity activity (per capita),CA,2011,historic,15371.234140356464,kWh / cap,
Electricity,Electricity activity (per capita),CA,2012,historic,14730.143980747971,kWh / cap,
Electricity,Electricity activity (per capita),CA,2013,historic,14647.663078929463,kWh / cap,
Electricity,Electricity activity (per capita),CA,2014,historic,14178.983055257695,kWh / cap,
Electricity,Electricity activity (per capita),CA,2015,historic,13089.234488355241,kWh / cap,
Electricity,Electricity activity (per capita),CA,2016,historic,13037.779735471662,kWh / cap,
Electricity,Electricity activity (per capita),CA,2017,historic,13849.453999288638,kWh / cap,
Electricity,Electricity activity (per capita),CL,1990,historic,1166.9755141068795,kWh / cap,
Electricity,Electricity activity (per capita),CL,1991,historic,1256.481350708523,kWh / cap,
Electricity,Electricity activity (per capita),CL,1992,historic,1407.9945223767174,kWh / cap,
Electricity,Electricity activity (per capita),CL,1993,historic,1459.4902795186533,kWh / cap,
Electricity,Electricity activity (per capita),CL,1994,historic,1528.6277189450486,kWh / cap,
Electricity,Electricity activity (per capita),CL,1995,historic,1682.1240111687302,kWh / cap,
Electricity,Electricity activity (per capita),CL,1996,historic,1847.2630775801251,kWh / cap,
Electricity,Electricity activity (per capita),CL,1997,historic,1984.4483579981907,kWh / cap,
Electricity,Electricity activity (per capita),CL,1998,historic,2067.005734445928,kWh / cap,
Electricity,Electricity activity (per capita),CL,1999,historic,2292.5890996385897,kWh / cap,
Electricity,Electricity activity (per capita),CL,2000,historic,2395.382246777923,kWh / cap,
Electricity,Electricity activity (per capita),CL,2001,historic,2546.9484528760527,kWh / cap,
Electricity,Electricity activity (per capita),CL,2002,historic,2610.823907996789,kWh / cap,
Electricity,Electricity activity (per capita),CL,2003,historic,2805.2029154961897,kWh / cap,
Electricity,Electricity activity (per capita),CL,2004,historic,2938.187025127928,kWh / cap,
Electricity,Electricity activity (per capita),CL,2005,historic,2985.345913088412,kWh / cap,
Electricity,Electricity activity (per capita),CL,2006,historic,3106.8793037074083,kWh / cap,
Electricity,Electricity activity (per capita),CL,2007,historic,3208.2380153410168,kWh / cap,
Electricity,Electricity activity (per capita),CL,2008,historic,3202.585811159968,kWh / cap,
Electricity,Electricity activity (per capita),CL,2009,historic,3199.8332838451524,kWh / cap,
Electricity,Electricity activity (per capita),CL,2010,historic,3208.339604382375,kWh / cap,
Electricity,Electricity activity (per capita),CL,2011,historic,3361.4050850502545,kWh / cap,
Electricity,Electricity activity (per capita),CL,2012,historic,3577.1562486656157,kWh / cap,
Electricity,Electricity activity (per capita),CL,2013,historic,3710.426203057029,kWh / cap,
Electricity,Electricity activity (per capita),CL,2014,historic,3781.281323978507,kWh / cap,
Electricity,Electricity activity (per capita),CL,2015,historic,3729.2416705264795,kWh / cap,
Electricity,Electricity activity (per capita),CL,2016,historic,3853.8721476574224,kWh / cap,
Electricity,Electricity activity (per capita),CL,2017,historic,3779.187922929175,kWh / cap,
Electricity,Electricity activity (per capita),CN,1990,historic,385.6758743685317,kWh / cap,
Electricity,Electricity activity (per capita),CN,1991,historic,439.4724650911354,kWh / cap,
Electricity,Electricity activity (per capita),CN,1992,historic,481.86899963948633,kWh / cap,
Electricity,Electricity activity (per capita),CN,1993,historic,527.5220898512945,kWh / cap,
Electricity,Electricity activity (per capita),CN,1994,historic,584.7430951309442,kWh / cap,
Electricity,Electricity activity (per capita),CN,1995,historic,617.7884226889679,kWh / cap,
Electricity,Electricity activity (per capita),CN,1996,historic,666.7915480033911,kWh / cap,
Electricity,Electricity activity (per capita),CN,1997,historic,684.2369007422824,kWh / cap,
Electricity,Electricity activity (per capita),CN,1998,historic,704.9871014326578,kWh / cap,
Electricity,Electricity activity (per capita),CN,1999,historic,741.7158789466123,kWh / cap,
Electricity,Electricity activity (per capita),CN,2000,historic,803.2089307234653,kWh / cap,
Electricity,Electricity activity (per capita),CN,2001,historic,867.5167189920534,kWh / cap,
Electricity,Electricity activity (per capita),CN,2002,historic,958.4647774084964,kWh / cap,
Electricity,Electricity activity (per capita),CN,2003,historic,1123.985693337166,kWh / cap,
Electricity,Electricity activity (per capita),CN,2004,historic,1299.5847406258274,kWh / cap,
Electricity,Electricity activity (per capita),CN,2005,historic,1498.8354241754728,kWh / cap,
Electricity,Electricity activity (per capita),CN,2006,historic,1731.750034038745,kWh / cap,
Electricity,Electricity activity (per capita),CN,2007,historic,1991.296605352788,kWh / cap,
Electricity,Electricity activity (per capita),CN,2008,historic,2101.8674501973333,kWh / cap,
Electricity,Electricity activity (per capita),CN,2009,historic,2252.137042758526,kWh / cap,
Electricity,Electricity activity (per capita),CN,2010,historic,2520.983467095629,kWh / cap,
Electricity,Electricity activity (per capita),CN,2011,historic,2806.066542043667,kWh / cap,
Electricity,Electricity activity (per capita),CN,2012,historic,2982.288903604053,kWh / cap,
Electricity,Electricity activity (per capita),CN,2013,historic,3232.8010494960113,kWh / cap,
Electricity,Electricity activity (per capita),CN,2014,historic,3369.669619679129,kWh / cap,
Electricity,Electricity activity (per capita),CN,2015,historic,3466.1230357479963,kWh / cap,
Electricity,Electricity activity (per capita),CN,2016,historic,3661.1426230200927,kWh / cap,
Electricity,Electricity activity (per capita),CN,2017,historic,3896.6286267175205,kWh / cap,
Electricity,Electricity activity (per capita),CR,1990,historic,1058.8206254149395,kWh / cap,
Electricity,Electricity activity (per capita),CR,1991,historic,1064.1784961985707,kWh / cap,
Electricity,Electricity activity (per capita),CR,1992,historic,1111.1510047101497,kWh / cap,
Electricity,Electricity activity (per capita),CR,1993,historic,1151.8614309886025,kWh / cap,
Electricity,Electricity activity (per capita),CR,1994,historic,1213.828128207367,kWh / cap,
Electricity,Electricity activity (per capita),CR,1995,historic,1223.5082218926689,kWh / cap,
Electricity,Electricity activity (per capita),CR,1996,historic,1223.0774355639664,kWh / cap,
Electricity,Electricity activity (per capita),CR,1997,historic,1263.3999552023975,kWh / cap,
Electricity,Electricity activity (per capita),CR,1998,historic,1345.2555241520058,kWh / cap,
Electricity,Electricity activity (per capita),CR,1999,historic,1397.840136098193,kWh / cap,
Electricity,Electricity activity (per capita),CR,2000,historic,1452.8797397114658,kWh / cap,
Electricity,Electricity activity (per capita),CR,2001,historic,1493.3637806346635,kWh / cap,
Electricity,Electricity activity (per capita),CR,2002,historic,1548.4262696830594,kWh / cap,
Electricity,Electricity activity (per capita),CR,2003,historic,1611.5332825975079,kWh / cap,
Electricity,Electricity activity (per capita),CR,2004,historic,1657.0421676837893,kWh / cap,
Electricity,Electricity activity (per capita),CR,2005,historic,1717.8360901476651,kWh / cap,
Electricity,Electricity activity (per capita),CR,2006,historic,1798.5314165837449,kWh / cap,
Electricity,Electricity activity (per capita),CR,2007,historic,1866.7660469851266,kWh / cap,
Electricity,Electricity activity (per capita),CR,2008,historic,1883.9915978154327,kWh / cap,
